NAMELSAD,std_dev_all,std_dev_2,std_dev_3,std_dev_4,std_dev_5,std_dev_6,std_dev_7,std_dev_8,std_dev_9,std_dev_10,std_dev_11,std_dev_12,std_dev_13,std_dev_14,std_dev_15,avg_std_dev_2_to_4
"Bismarck, ND Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Blacksburg-Christiansburg, VA Metro Area",0.1922942505482067,0.18641390205371244,0.1922942505482067,,,,,,,,,,,,,0.0
"Bloomington, IL Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Bloomington, IN Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Boise City, ID Metro Area",0.29160469896585295,0.3127772552562783,0.2918665247216923,0.29160469896585295,,,,,,,,,,,,0.2987494929812745
"Boston-Cambridge-Newton, MA-NH Metro Area",0.39997825807957055,0.11344860625368947,0.15048133270609798,0.21179118721304202,0.26458059744530893,0.30870639659088706,0.34389668860285816,0.3735369500812853,0.39997825807957055,,,,,,,0.15857370872427648
"Boulder, CO Metro Area",0.21797696819580126,0.19435291177986347,0.1762302062996962,0.21797696819580126,,,,,,,,,,,,0.19618669542512032
"Bowling Green, KY Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Bremerton-Silverdale-Port Orchard, WA Metro Area",0.21927327931710672,0.16095410727527393,0.18100489854502866,0.21927327931710672,,,,,,,,,,,,0.18707742837913643
"Bridgeport-Stamford-Norwalk, CT Metro Area",0.19403566055100707,0.638333400883557,0.19403566055100707,,,,,,,,,,,,,0.0
"Brownsville-Harlingen, TX Metro Area",0.3539818885303734,0.509078600614105,0.4554336630409852,0.3539818885303734,,,,,,,,,,,,0.43949805072848785
"Brunswick, GA Metro Area",0.33012288276320156,0.33012288276320156,,,,,,,,,,,,,,0.0
"Buffalo-Cheektowaga, NY Metro Area",0.24103085028190974,0.12814915059696685,0.14329602017540033,0.18997368776715373,0.24103085028190974,,,,,,,,,,,0.1538062861798403
"Burlington, NC Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Burlington-South Burlington, VT Metro Area",0.19934540131937084,0.18587116866087527,0.19934540131937084,,,,,,,,,,,,,0.0
"California-Lexington Park, MD Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Canton-Massillon, OH Metro Area",0.2149427168456327,0.21269161574259932,0.1757639651101609,0.2149427168456327,,,,,,,,,,,,0.2011327658994643
"Cape Coral-Fort Myers, FL Metro Area",0.20583335518855306,0.9261916904866391,0.6658574990104134,0.33886779947216417,0.24093445182141493,0.20583335518855306,,,,,,,,,,0.6436389963230722
"Cape Girardeau, MO-IL Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Carson City, NV Metro Area",0.4337889780573283,0.6032475247524752,0.4337889780573283,,,,,,,,,,,,,0.0
"Casper, WY Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Cedar Rapids, IA Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Chambersburg-Waynesboro, PA Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Champaign-Urbana, IL Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Charleston, WV Metro Area",0.09950898784060014,0.09950898784060014,,,,,,,,,,,,,,0.0
"Charleston-North Charleston, SC Metro Area",0.317226010477504,0.7432565528196982,0.3671776231241034,0.31327145035810056,0.317226010477504,,,,,,,,,,,0.474568542100634
"Charlotte-Concord-Gastonia, NC-SC Metro Area",0.3889413817710251,0.08104724452712297,0.13202712024631247,0.18426571183073115,0.23777347151624595,0.284264923198828,0.32427260002679203,0.35886083195650753,0.3889413817710251,,,,,,,0.13244669220138885
"Charlottesville, VA Metro Area",0.0,,,,,,,,,,,,,,,0.0
"Chattanooga, TN-GA Metro Area",0.20759560347672978,0.21896500950392206,0.17572300393259555,0.20759560347672978,,,,,,,,,,,,0.20076120563774913
"Cheyenne, WY Metro Area",0.1701015843819238,0.1701015843819238,,,,,,,,,,,,,,0.0
